,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,Viscosity Value (Pa * s),Viscosity Uncertainty (Pa * s),Source
9,133f9dbd2c5949f3ae9218cac5d0b137,298.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0027398,3.46e-05,10.1021/je800348s
10,1e364025ad3e4a608b643d3400094d8e,303.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0025136,3.16e-05,10.1021/je800348s
17,2bfa7638003445119ec5e6906a2762b5,298.15,101.0,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.0005177,7.3e-06,10.1021/je800348s
18,c3481c071acb4e9b9be73aaa85c9a5ff,303.15,101.0,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.0004795,6.85e-06,10.1021/je800348s
35,35d1630d7a21407ab15a3e0266c8e5a4,298.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0027398,3.46e-05,10.1021/je800348s
45,188bf21467814268aac98aeb1af08c72,298.15,101.0,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.0005177,7.3e-06,10.1021/je800348s
46,49d771f7b60b48dfb4512348ff522e7e,303.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0025136,3.16e-05,10.1021/je800348s
56,40f75a08dbf1433e8b59d010224955f4,303.15,101.0,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,0.0004795,6.85e-06,10.1021/je800348s
123,52f9293c412f42f4b0a8d04c1d74b291,298.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0027398,3.46e-05,10.1021/je800348s
133,1f7cd08a9fad452589fb50be9531eb8e,298.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.0008434,1.095e-05,10.1021/je800348s
134,493f2a9340f64e2a9f38ad2af6a1a10e,303.15,101.0,Liquid,1,C1C[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C1,Solvent,1.0,,,,,,,,,,0.0025136,3.16e-05,10.1021/je800348s
144,7bf37ee9b8a445f294a54777ae0365ad,303.15,101.0,Liquid,1,CCCCCCCCCC,Solvent,1.0,,,,,,,,,,0.0008172,1.06e-05,10.1021/je800348s
1,b089b4f484944ec6aea7a97573b3af50,298.15,101.0,Liquid,1,CC#N,Solvent,1.0,,,,,,,,,,0.0002857,3.25e-06,10.1021/je8003595
2,396daf2a94a44e0f9d95525a748b1c69,303.15,101.0,Liquid,1,CC#N,Solvent,1.0,,,,,,,,,,0.0002642,3.2e-06,10.1021/je8003595
20,2888b7d78cec4494a3bf7d6bc1a22e73,298.15,101.0,Liquid,1,CC#N,Solvent,1.0,,,,,,,,,,0.0002857,3.25e-06,10.1021/je8003595
28,311ac5b8ca924beb96c5b51be6214bfc,303.15,101.0,Liquid,1,CC#N,Solvent,1.0,,,,,,,,,,0.0002642,3.2e-06,10.1021/je8003595
2,29a7ccb80fe94b33a4611e71f62b8253,298.15,101.0,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.000903,5e-06,10.1021/je8003707
3,66de96268e77481ebff41bb138546ff6,303.15,101.0,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.00083,4.5e-06,10.1021/je8003707
12,f92fb676430149abaab620bd9eb0ec7f,298.15,101.0,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000396,3.5e-06,10.1021/je8003707
13,09aa73d28ed04cecbe84d209452c854e,303.15,101.0,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000375,3.5e-06,10.1021/je8003707
22,1e7d40263f3d44aaab94ab659816218d,298.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.003341,1.25e-05,10.1021/je8003707
23,b48362478bc04cd5bf450e3d92bf7583,303.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.002969,1.1e-05,10.1021/je8003707
52,9112ed4e11f04f9f8b13a025417ff160,298.15,101.0,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.000903,5e-06,10.1021/je8003707
62,7ab88c6920d44406bcceb5ff40ad96cf,298.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.003341,1.25e-05,10.1021/je8003707
63,c9b7160c86f44916a23aaa2826995619,303.15,101.0,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,0.00083,4.5e-06,10.1021/je8003707
73,846cf6098b7945bbbe302e1f8793af87,303.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.002969,1.1e-05,10.1021/je8003707
162,b01618e5729b4b26bb4242be9ccab661,298.15,101.0,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000396,3.5e-06,10.1021/je8003707
172,0cdade1d873b40bd8c370517bd48d0f8,298.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.003341,1.25e-05,10.1021/je8003707
173,bdff50da565142f99ccdcbc4f254131d,303.15,101.0,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,0.000375,3.5e-06,10.1021/je8003707
183,8ee29b340f5241138a824b7783d4c590,303.15,101.0,Liquid,1,CCCCOP(=O)(OCCCC)OCCCC,Solvent,1.0,,,,,,,,,,0.002969,1.1e-05,10.1021/je8003707
1,3a0a56a1d4f64f24ae70895dfe825375,298.15,101.3,Liquid,1,CC(=O)OC(C)=O,Solvent,1.0,,,,,,,,,,0.000829,7.5e-06,10.1021/je8003782
2,3679c8624ff444d79b1b74b3423ee0d1,303.15,101.3,Liquid,1,CC(=O)OC(C)=O,Solvent,1.0,,,,,,,,,,0.000778,7.5e-06,10.1021/je8003782
22,a6899aacd83b4b139a1156fe16604a75,298.15,101.3,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001114,8e-06,10.1021/je8003782
23,0a74ac9bb8734f6598d5b06c3c7bf203,298.15,101.3,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001114,1.35e-05,10.1021/je8003782
24,de47ba1c9dda479395f3ad0abf8511d9,303.15,101.3,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001037,8e-06,10.1021/je8003782
25,d7c4394836fe42daa4e5f920b65018eb,303.15,101.3,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001037,1.3e-05,10.1021/je8003782
69,f8b12d23034c45b9b71823df9c7029c3,298.15,101.0,Liquid,1,CC(=O)OC(C)=O,Solvent,1.0,,,,,,,,,,0.000829,7.5e-06,10.1021/je8003782
79,da92e5a5a410416e9381ea7bb32b1485,298.15,101.0,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001114,8e-06,10.1021/je8003782
80,333b746402a94f9b9800f32d462bae33,303.15,101.0,Liquid,1,CC(=O)OC(C)=O,Solvent,1.0,,,,,,,,,,0.000778,7.5e-06,10.1021/je8003782
90,fa7f394418d845dc87bc2c41ee0d2a75,303.15,101.0,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001037,8e-06,10.1021/je8003782
286,f15ff8e9e9a1488a82fe7f65f26aa9e6,298.15,101.0,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001114,1.35e-05,10.1021/je8003782
294,e520e6d7241b4ebea2486420693d1931,303.15,101.0,Liquid,1,CC(=O)O,Solvent,1.0,,,,,,,,,,0.001037,1.3e-05,10.1021/je8003782
0,feb2ae44d8e64d3b9249bfcbf4280d16,303.15,101.0,Liquid,1,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06319,0.00206,10.1021/je8003832
14,2a671f3c2dcc4a0886594d204f8bf36a,303.15,101.0,Liquid,1,CCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,Solvent,1.0,,,,,,,,,,0.06319,0.00206,10.1021/je8003832
24,d68f39a48ee5420687ebac76d6ef0c9b,303.15,101.0,Liquid,1,O,Solvent,1.0,,,,,,,,,,0.0007977,4.065e-05,10.1021/je8003832
3,5bd7e2c661f040fa8414a6a045a14313,296.15,101.0,Liquid,1,Cc1cc(C)cc(C)c1,Solvent,1.0,,,,,,,,,,0.00063,1.5e-05,10.1021/je800439e
4,e80c17d7476f416b91154b0e26a8e696,302.15,101.0,Liquid,1,Cc1cc(C)cc(C)c1,Solvent,1.0,,,,,,,,,,0.00057,1.5e-05,10.1021/je800439e
17,6c7a65f1d0084e6e89b200b5dbb9d4f2,296.15,101.0,Liquid,1,CCCCCc1ccc(C2CCC(CCC)CC2)cc1,Solvent,1.0,,,,,,,,,,0.0135,9.5e-05,10.1021/je800439e
18,dcaabbfe440c4c5084398b49d2cffb0c,302.15,101.0,Liquid,1,CCCCCc1ccc(C2CCC(CCC)CC2)cc1,Solvent,1.0,,,,,,,,,,0.01109,7.5e-05,10.1021/je800439e
1,2c7a4db0e40d492d9202e3235e585e11,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001966,2.25e-05,10.1021/je800497u
5,f61a8bed4ef4493a95d7ae65f3971e2c,298.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.003494,3.85e-05,10.1021/je800497u
9,e15b648249a44b42aaf2dc7ece3192a7,298.15,101.0,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005993,6.2e-05,10.1021/je800497u
13,23e31e8c94094884b830a47602f836ed,298.15,101.0,Liquid,1,CCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009671,9.25e-05,10.1021/je800497u
17,d73787f54ef84b0888d8a2cc69e83eab,298.15,101.0,Liquid,1,CCCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.014025,0.000125,10.1021/je800497u
21,f0dc83e4308f4c688059114e333fe79f,298.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.003494,3.85e-05,10.1021/je800497u
41,3c92b4654b9d4aefb648fbdd7b2a859e,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001966,2.25e-05,10.1021/je800497u
65,c1824dd2da494e43a24c9f24161c968a,298.15,101.0,Liquid,1,CCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009671,9.25e-05,10.1021/je800497u
85,1090c6a702e5474c8a892019b75a9ab4,298.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.003494,3.85e-05,10.1021/je800497u
109,0b6f3d8e59cd4cefaa9c6dbe7774b46c,298.15,101.0,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005993,6.2e-05,10.1021/je800497u
129,0ce2d0bb8d924cba99c4c1ad4bc36129,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001966,2.25e-05,10.1021/je800497u
153,36a0000797b34c4eb44821b300efcb7b,298.15,101.0,Liquid,1,CCCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.014025,0.000125,10.1021/je800497u
173,2b0fd49e8695428fa7c2c7cd227199d9,298.15,101.0,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,0.003494,3.85e-05,10.1021/je800497u
197,a1654e23beb1486c9df836cfab0bbe43,298.15,101.0,Liquid,1,CCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009671,9.25e-05,10.1021/je800497u
217,c0ca7e212929465f89143b1674c8bf99,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001966,2.25e-05,10.1021/je800497u
241,6cbb078f1c2049a480673dc2678a896e,298.15,101.0,Liquid,1,CCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.009671,9.25e-05,10.1021/je800497u
261,4dc1d3a18aeb46079434f3d7fb745d00,298.15,101.0,Liquid,1,CCCCCCCO,Solvent,1.0,,,,,,,,,,0.005993,6.2e-05,10.1021/je800497u
285,8c8e2901d8804bd197839b29057451cc,298.15,101.0,Liquid,1,CCCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.014025,0.000125,10.1021/je800497u
305,a3a55a21c6544b9dbb0a404f91f3c5b3,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,0.001966,2.25e-05,10.1021/je800497u
329,bad9416b121f43288876062489f62e20,298.15,101.0,Liquid,1,CCCCCCCCCCCO,Solvent,1.0,,,,,,,,,,0.014025,0.0002485,10.1021/je800497u
